ReadID	maxG1	maxG2	genome	chr_G1	pos_G1	chrG2	posG2	group
SRR6485325.188681	none	-25	H2_	none	0	H2_chr5	9162414	UGM
SRR6485325.140576	none	0	H2_	none	0	H2_chr5	9284134	UGM
SRR6485325.140401	none	-13	H2_	none	0	H2_chr5	9288903	UGM
SRR6485325.17894	none	0	H2_	none	0	H2_chr5	9316861	UGM
SRR6485325.239858	none	0	H2_	none	0	H2_chr5	9317006	UGM
SRR6485325.191665	none	-10	H2_	none	0	H2_chr5	9331259	UGM
SRR6485325.147932	none	0	H2_	none	0	H2_chr5	9391115	UGM
SRR6485325.35998	none	-5	H2_	none	0	H2_chr5	9482538	UGM
SRR6485325.140744	none	0	H2_	none	0	H2_chr5	9523675	UGM
SRR6485325.186136	none	-7	H2_	none	0	H2_chr5	10222452	UGM
SRR6485325.117281	none	-5	H2_	none	0	H2_chr5	10280756	UGM
SRR6485325.9541	none	-14	H2_	none	0	H2_chr5	10312354	UGM
SRR6485325.112519	none	0	H2_	none	0	H2_chr5	10368939	UGM
SRR6485325.226039	none	-5	H2_	none	0	H2_chr5	10385841	UGM
SRR6485325.74485	none	0	H2_	none	0	H2_chr5	10520108	UGM
SRR6485325.96594	none	-17	H2_	none	0	H2_chr5	10600020	UGM
SRR6485325.244441	none	-8	H2_	none	0	H2_chr5	10728823	UGM
SRR6485325.37977	none	-15	H2_	none	0	H2_chr5	10737255	UGM
SRR6485325.168950	none	-11	H2_	none	0	H2_chr5	10761956	UGM
SRR6485325.139327	none	0	H2_	none	0	H2_chr5	11047608	UGM
SRR6485325.229350	none	0	H2_	none	0	H2_chr5	11049535	UGM
SRR6485325.156342	none	0	H2_	none	0	H2_chr5	11062931	UGM
SRR6485325.125451	none	0	H2_	none	0	H2_chr5	11063943	UGM
SRR6485325.152778	none	0	H2_	none	0	H2_chr5	11209518	UGM
SRR6485325.206854	none	-21	H2_	none	0	H2_chr5	11298700	UGM
SRR6485325.6547	none	0	H2_	none	0	H2_chr5	11459254	UGM
SRR6485325.36615	none	0	H2_	none	0	H2_chr5	11487144	UGM
SRR6485325.220104	none	-5	H2_	none	0	H2_chr5	11557638	UGM
SRR6485325.236830	none	-6	H2_	none	0	H2_chr5	12041934	UGM
SRR6485325.60969	none	0	H2_	none	0	H2_chr5	12160825	UGM
SRR6485325.26948	none	-5	H2_	none	0	H2_chr5	12364252	UGM
SRR6485325.29033	none	0	H2_	none	0	H2_chr5	12387942	UGM
SRR6485325.56187	none	-1	H2_	none	0	H2_chr5	12406028	UGM
SRR6485325.149947	none	-5	H2_	none	0	H2_chr5	12509165	UGM
SRR6485325.247469	none	-10	H2_	none	0	H2_chr5	12593398	UGM
SRR6485325.101418	none	-5	H2_	none	0	H2_chr5	12957810	UGM
SRR6485325.94187	none	0	H2_	none	0	H2_chr5	12991825	UGM
SRR6485325.28038	none	-5	H2_	none	0	H2_chr5	13165097	UGM
SRR6485325.27127	none	0	H2_	none	0	H2_chr5	13170612	UGM
SRR6485325.138520	none	-5	H2_	none	0	H2_chr5	13223378	UGM
SRR6485325.7848	none	-10	H2_	none	0	H2_chr5	13233803	UGM
SRR6485325.190020	none	-28	H2_	none	0	H2_chr5	13400961	UGM
SRR6485325.25238	none	-5	H2_	none	0	H2_chr5	13592908	UGM
SRR6485325.64279	none	0	H2_	none	0	H2_chr5	13693672	UGM
SRR6485325.218311	none	-5	H2_	none	0	H2_chr5	13855641	UGM
SRR6485325.243802	none	-22	H2_	none	0	H2_chr5	13893998	UGM
SRR6485325.225209	none	-20	H2_	none	0	H2_chr5	13986186	UGM
SRR6485325.52427	none	0	H2_	none	0	H2_chr5	14002019	UGM
SRR6485325.132739	none	0	H2_	none	0	H2_chr5	14110729	UGM
SRR6485325.141033	none	-41	H2_	none	0	H2_chr5	14220247	UGM
SRR6485325.180963	none	-7	H2_	none	0	H2_chr5	14388384	UGM
SRR6485325.144303	none	0	H2_	none	0	H2_chr5	14969949	UGM
SRR6485325.38682	none	0	H2_	none	0	H2_chr5	15015868	UGM
SRR6485325.76150	none	-4	H2_	none	0	H2_chr5	15113397	UGM
SRR6485325.233551	none	0	H2_	none	0	H2_chr5	15174253	UGM
SRR6485325.215085	none	-5	H2_	none	0	H2_chr5	15239169	UGM
SRR6485325.19738	none	-10	H2_	none	0	H2_chr5	15456130	UGM
SRR6485325.96400	none	-13	H2_	none	0	H2_chr5	15470300	UGM
SRR6485325.15456	none	0	H2_	none	0	H2_chr5	15555146	UGM
SRR6485325.151089	none	0	H2_	none	0	H2_chr5	15712530	UGM
SRR6485325.54062	none	0	H2_	none	0	H2_chr5	15751296	UGM
SRR6485325.2305	none	0	H2_	none	0	H2_chr5	15781424	UGM
SRR6485325.13760	none	0	H2_	none	0	H2_chr5	15796750	UGM
SRR6485325.6208	none	0	H2_	none	0	H2_chr5	15974643	UGM
SRR6485325.162859	none	-10	H2_	none	0	H2_chr5	16060179	UGM
SRR6485325.211913	none	0	H2_	none	0	H2_chr5	16067742	UGM
SRR6485325.187014	none	0	H2_	none	0	H2_chr5	16069150	UGM
SRR6485325.244558	none	0	H2_	none	0	H2_chr5	16218627	UGM
SRR6485325.240498	none	-5	H2_	none	0	H2_chr5	16259262	UGM
SRR6485325.161239	none	-5	H2_	none	0	H2_chr5	16294595	UGM
SRR6485325.221053	none	-15	H2_	none	0	H2_chr5	16406117	UGM
SRR6485325.17512	none	0	H2_	none	0	H2_chr5	16567296	UGM
SRR6485325.64854	none	0	H2_	none	0	H2_chr5	16639114	UGM
SRR6485325.2480	none	-10	H2_	none	0	H2_chr5	16681287	UGM
SRR6485325.160871	none	0	H2_	none	0	H2_chr5	16788467	UGM
SRR6485325.104547	none	-15	H2_	none	0	H2_chr5	16823859	UGM
SRR6485325.99959	none	-3	H2_	none	0	H2_chr5	16940586	UGM
SRR6485325.45253	none	0	H2_	none	0	H2_chr5	17001220	UGM
SRR6485325.150289	none	-6	H2_	none	0	H2_chr5	17052529	UGM
SRR6485325.233869	none	-14	H2_	none	0	H2_chr5	17127098	UGM
SRR6485325.215597	none	0	H2_	none	0	H2_chr5	17216013	UGM
SRR6485325.155295	none	0	H2_	none	0	H2_chr5	17222392	UGM
SRR6485325.14898	none	0	H2_	none	0	H2_chr5	17222964	UGM
SRR6485325.6431	none	0	H2_	none	0	H2_chr5	17225810	UGM
SRR6485325.215140	none	-20	H2_	none	0	H2_chr5	17228219	UGM
SRR6485325.244104	none	0	H2_	none	0	H2_chr5	17230634	UGM
SRR6485325.113410	none	-13	H2_	none	0	H2_chr5	17458560	UGM
SRR6485325.71889	none	0	H2_	none	0	H2_chr5	17569634	UGM
SRR6485325.149624	none	0	H2_	none	0	H2_chr5	17721959	UGM
SRR6485325.148647	none	0	H2_	none	0	H2_chr5	17755244	UGM
SRR6485325.16597	none	-10	H2_	none	0	H2_chr5	18328901	UGM
SRR6485325.4833	none	-15	H2_	none	0	H2_chr5	18546832	UGM
SRR6485325.202435	none	-5	H2_	none	0	H2_chr5	18574140	UGM
SRR6485325.75693	none	-6	H2_	none	0	H2_chr5	18632611	UGM
SRR6485325.103791	none	0	H2_	none	0	H2_chr5	18694666	UGM
SRR6485325.39230	none	0	H2_	none	0	H2_chr5	18730913	UGM
SRR6485325.154210	none	0	H2_	none	0	H2_chr5	18731203	UGM
SRR6485325.16914	none	0	H2_	none	0	H2_chr5	18738707	UGM
SRR6485325.56303	none	-15	H2_	none	0	H2_chr5	18946455	UGM
SRR6485325.204539	none	0	H2_	none	0	H2_chr5	19062553	UGM
SRR6485325.147117	none	0	H2_	none	0	H2_chr5	19062692	UGM
SRR6485325.27222	none	0	H2_	none	0	H2_chr5	19070624	UGM
SRR6485325.74115	none	0	H2_	none	0	H2_chr5	19212037	UGM
SRR6485325.220050	none	0	H2_	none	0	H2_chr5	19276337	UGM
SRR6485325.168802	none	0	H2_	none	0	H2_chr5	19434043	UGM
SRR6485325.176381	none	0	H2_	none	0	H2_chr5	19439527	UGM
SRR6485325.75072	none	0	H2_	none	0	H2_chr5	19753793	UGM
SRR6485325.131725	none	-12	H2_	none	0	H2_chr5	20032522	UGM
SRR6485325.143830	none	0	H2_	none	0	H2_chr5	20039413	UGM
SRR6485325.193132	none	-10	H2_	none	0	H2_chr5	20180591	UGM
SRR6485325.17172	none	0	H2_	none	0	H2_chr5	20408400	UGM
SRR6485325.193432	none	-5	H2_	none	0	H2_chr5	20634631	UGM
SRR6485325.214749	none	-5	H2_	none	0	H2_chr5	20894109	UGM
SRR6485325.195960	none	-25	H2_	none	0	H2_chr5	20937241	UGM
SRR6485325.119367	none	0	H2_	none	0	H2_chr5	21093114	UGM
SRR6485325.34682	none	-3	H2_	none	0	H2_chr5	21212057	UGM
SRR6485325.164864	none	-3	H2_	none	0	H2_chr5	21893813	UGM
SRR6485325.95846	none	0	H2_	none	0	H2_chr5	22041449	UGM
SRR6485325.40222	none	0	H2_	none	0	H2_chr5	22081866	UGM
SRR6485325.125456	none	0	H2_	none	0	H2_chr5	22084189	UGM
SRR6485325.122974	none	-3	H2_	none	0	H2_chr5	22110219	UGM
SRR6485325.129338	none	-8	H2_	none	0	H2_chr5	22286457	UGM
SRR6485325.231694	none	0	H2_	none	0	H2_chr5	22410090	UGM
SRR6485325.126504	none	0	H2_	none	0	H2_chr5	22501723	UGM
SRR6485325.5183	none	-10	H2_	none	0	H2_chr5	22622066	UGM
SRR6485325.12528	none	0	H2_	none	0	H2_chr5	22830708	UGM
SRR6485325.195305	none	-11	H2_	none	0	H2_chr5	23022925	UGM
SRR6485325.181142	none	0	H2_	none	0	H2_chr5	23528196	UGM
SRR6485325.75007	none	-3	H2_	none	0	H2_chr5	23611731	UGM
SRR6485325.126327	none	-8	H2_	none	0	H2_chr5	23666225	UGM
SRR6485325.101059	none	0	H2_	none	0	H2_chr5	23700683	UGM
SRR6485325.113797	none	0	H2_	none	0	H2_chr5	23748868	UGM
SRR6485325.178698	none	-3	H2_	none	0	H2_chr5	23844862	UGM
SRR6485325.19881	none	-21	H2_	none	0	H2_chr5	23875266	UGM
SRR6485325.112536	none	-10	H2_	none	0	H2_chr5	24036925	UGM
SRR6485325.94033	none	0	H2_	none	0	H2_chr5	24144064	UGM
SRR6485325.88955	none	-5	H2_	none	0	H2_chr5	24308269	UGM
SRR6485325.190912	none	-5	H2_	none	0	H2_chr5	24353718	UGM
SRR6485325.193559	none	-8	H2_	none	0	H2_chr5	24533316	UGM
SRR6485325.19984	none	0	H2_	none	0	H2_chr5	24631520	UGM
SRR6485325.214971	none	-5	H2_	none	0	H2_chr5	24745159	UGM
SRR6485325.72537	none	-5	H2_	none	0	H2_chr5	24792872	UGM
SRR6485325.195277	none	0	H2_	none	0	H2_chr5	24812320	UGM
SRR6485325.222615	none	-6	H2_	none	0	H2_chr5	24861945	UGM
SRR6485325.68282	none	0	H2_	none	0	H2_chr5	25180038	UGM
SRR6485325.179915	none	0	H2_	none	0	H2_chr5	25262729	UGM
SRR6485325.184819	none	0	H2_	none	0	H2_chr5	25310076	UGM
SRR6485325.28740	none	-5	H2_	none	0	H2_chr5	25474368	UGM
SRR6485325.112450	none	-5	H2_	none	0	H2_chr5	25653166	UGM
SRR6485325.12004	none	-10	H2_	none	0	H2_chr5	25725885	UGM
SRR6485325.132301	none	0	H2_	none	0	H2_chr5	25850120	UGM
SRR6485325.3061	none	0	H2_	none	0	H2_chr5	25905734	UGM
SRR6485325.14460	none	0	H2_	none	0	H2_chr5	26110629	UGM
SRR6485325.163963	none	-3	H2_	none	0	H2_chr5	26168163	UGM
SRR6485325.149654	none	0	H2_	none	0	H2_chr5	26353736	UGM
SRR6485325.108743	none	0	H2_	none	0	H2_chr5	26373048	UGM
SRR6485325.210984	none	0	H2_	none	0	H2_chr5	26393627	UGM
SRR6485325.233617	none	-10	H2_	none	0	H2_chr5	26407211	UGM
SRR6485325.143452	none	0	H2_	none	0	H2_chr5	26647023	UGM
SRR6485325.175801	none	0	H2_	none	0	H2_chr5	26931079	UGM
SRR6485325.134911	none	0	H2_	none	0	H2_chr5	27102702	UGM
SRR6485325.143398	none	0	H2_	none	0	H2_chr5	27106069	UGM
SRR6485325.215773	none	-5	H2_	none	0	H2_chr5	27321386	UGM
SRR6485325.169005	none	0	H2_	none	0	H2_chr5	27326899	UGM
SRR6485325.169779	none	-15	H2_	none	0	H2_chr5	27482629	UGM
SRR6485325.53388	none	-20	H2_	none	0	H2_chr5	27557973	UGM
SRR6485325.231180	none	0	H2_	none	0	H2_chr5	27577596	UGM
SRR6485325.192196	none	0	H2_	none	0	H2_chr5	27629854	UGM
SRR6485325.120907	none	0	H2_	none	0	H2_chr5	27661894	UGM
SRR6485325.223666	none	0	H2_	none	0	H2_chr5	27703006	UGM
SRR6485325.199853	none	-5	H2_	none	0	H2_chr5	27798916	UGM
SRR6485325.137008	none	-10	H2_	none	0	H2_chr5	27865476	UGM
SRR6485325.11415	none	0	H2_	none	0	H2_chr5	27943705	UGM
SRR6485325.224739	none	-5	H2_	none	0	H2_chr5	27998706	UGM
SRR6485325.17576	none	0	H2_	none	0	H2_chr5	28043610	UGM
SRR6485325.143319	none	0	H2_	none	0	H2_chr5	28366971	UGM
SRR6485325.164639	none	-10	H2_	none	0	H2_chr5	28734076	UGM
SRR6485325.125381	none	-8	H2_	none	0	H2_chr5	28878989	UGM
SRR6485325.47413	none	-5	H2_	none	0	H2_chr5	28935389	UGM
SRR6485325.5521	none	0	H2_	none	0	H2_chr5	28947003	UGM
SRR6485325.117512	none	0	H2_	none	0	H2_chr5	29177297	UGM
SRR6485325.138030	none	-25	H2_	none	0	H2_chr5	29195153	UGM
SRR6485325.150022	none	-16	H2_	none	0	H2_chr5	29265163	UGM
SRR6485325.14391	none	0	H2_	none	0	H2_chr5	29333767	UGM
SRR6485325.221248	none	0	H2_	none	0	H2_chr5	29602333	UGM
SRR6485325.36856	none	0	H2_	none	0	H2_chr5	30054609	UGM
SRR6485325.154014	none	-3	H2_	none	0	H2_chr5	30328362	UGM
SRR6485325.98045	none	-5	H2_	none	0	H2_chr5	30496194	UGM
SRR6485325.89730	none	0	H2_	none	0	H2_chr5	30701202	UGM
SRR6485325.30815	none	-5	H2_	none	0	H2_chr5	30882717	UGM
SRR6485325.216718	none	0	H2_	none	0	H2_chr5	31448749	UGM
SRR6485325.131379	none	0	H2_	none	0	H2_chr5	31456007	UGM
SRR6485325.204196	none	-5	H2_	none	0	H2_chr5	31639049	UGM
SRR6485325.107841	none	0	H2_	none	0	H2_chr5	31777962	UGM
SRR6485325.140795	none	0	H2_	none	0	H2_chr5	31941906	UGM
SRR6485325.54761	none	-5	H2_	none	0	H2_chr5	31964908	UGM
SRR6485325.21860	none	0	H2_	none	0	H2_chr5	31972119	UGM
SRR6485325.123301	none	0	H2_	none	0	H2_chr5	32052451	UGM
SRR6485325.155822	none	0	H2_	none	0	H2_chr5	32120223	UGM
SRR6485325.64613	none	0	H2_	none	0	H2_chr5	32130554	UGM
SRR6485325.249989	none	0	H2_	none	0	H2_chr5	32208552	UGM
SRR6485325.35271	none	-12	H2_	none	0	H2_chr5	32333351	UGM
SRR6485325.199352	none	0	H2_	none	0	H2_chr5	32340481	UGM
SRR6485325.63721	none	-5	H2_	none	0	H2_chr5	32383690	UGM
SRR6485325.136471	none	-8	H2_	none	0	H2_chr5	32457817	UGM
SRR6485325.126841	none	-11	H2_	none	0	H2_chr5	32793992	UGM
SRR6485325.237001	none	0	H2_	none	0	H2_chr5	32949623	UGM
SRR6485325.102191	none	-10	H2_	none	0	H2_chr5	33187713	UGM
SRR6485325.60033	none	0	H2_	none	0	H2_chr5	33254609	UGM
SRR6485325.95528	none	0	H2_	none	0	H2_chr5	33272105	UGM
SRR6485325.116425	none	0	H2_	none	0	H2_chr5	33272646	UGM
SRR6485325.51309	none	0	H2_	none	0	H2_chr5	33305421	UGM
SRR6485325.75629	none	0	H2_	none	0	H2_chr5	33515431	UGM
SRR6485325.77250	none	-15	H2_	none	0	H2_chr5	33712879	UGM
SRR6485325.45457	none	0	H2_	none	0	H2_chr5	33771956	UGM
SRR6485325.182987	none	0	H2_	none	0	H2_chr5	33810656	UGM
SRR6485325.46233	none	-10	H2_	none	0	H2_chr5	33876155	UGM
SRR6485325.83668	none	-5	H2_	none	0	H2_chr5	33902101	UGM
SRR6485325.30631	none	-3	H2_	none	0	H2_chr5	33920134	UGM
SRR6485325.68552	none	0	H2_	none	0	H2_chr5	34015827	UGM
SRR6485325.183865	none	0	H2_	none	0	H2_chr5	34358568	UGM
SRR6485325.9444	none	-5	H2_	none	0	H2_chr5	34366197	UGM
SRR6485325.112717	none	0	H2_	none	0	H2_chr5	34390306	UGM
SRR6485325.196965	none	0	H2_	none	0	H2_chr5	34402680	UGM
SRR6485325.53972	none	0	H2_	none	0	H2_chr5	34421499	UGM
SRR6485325.187246	none	-5	H2_	none	0	H2_chr5	34430544	UGM
SRR6485325.30028	none	0	H2_	none	0	H2_chr5	34705006	UGM
SRR6485325.163426	none	-5	H2_	none	0	H2_chr5	34982628	UGM
SRR6485325.158184	none	0	H2_	none	0	H2_chr5	35172894	UGM
SRR6485325.165734	none	0	H2_	none	0	H2_chr5	35381717	UGM
SRR6485325.107247	none	0	H2_	none	0	H2_chr5	35598858	UGM
SRR6485325.20307	none	0	H2_	none	0	H2_chr5	35615290	UGM
SRR6485325.205777	none	-10	H2_	none	0	H2_chr5	35643032	UGM
SRR6485325.143704	none	0	H2_	none	0	H2_chr5	35682940	UGM
SRR6485325.165983	none	-16	H2_	none	0	H2_chr5	35720902	UGM
SRR6485325.189125	none	-15	H2_	none	0	H2_chr5	35742131	UGM
SRR6485325.250424	none	0	H2_	none	0	H2_chr5	36012916	UGM
SRR6485325.2185	none	0	H2_	none	0	H2_chr5	36050166	UGM
SRR6485325.179113	none	-5	H2_	none	0	H2_chr5	36054080	UGM
SRR6485325.80758	none	-17	H2_	none	0	H2_chr5	36066123	UGM
SRR6485325.113091	none	-10	H2_	none	0	H2_chr5	36078330	UGM
SRR6485325.3497	none	0	H2_	none	0	H2_chr5	36093621	UGM
SRR6485325.80647	none	0	H2_	none	0	H2_chr5	36151226	UGM
SRR6485325.88351	none	-8	H2_	none	0	H2_chr5	36818548	UGM
SRR6485325.81690	none	-5	H2_	none	0	H2_chr5	37011563	UGM
SRR6485325.184307	none	0	H2_	none	0	H2_chr5	37108032	UGM
SRR6485325.95503	none	0	H2_	none	0	H2_chr5	37193495	UGM
SRR6485325.139822	none	-5	H2_	none	0	H2_chr5	37300598	UGM
SRR6485325.197881	none	-10	H2_	none	0	H2_chr5	37355682	UGM
SRR6485325.158102	none	0	H2_	none	0	H2_chr5	37404335	UGM
SRR6485325.79255	none	0	H2_	none	0	H2_chr5	37408397	UGM
SRR6485325.31127	none	0	H2_	none	0	H2_chr5	37535101	UGM
SRR6485325.57530	none	0	H2_	none	0	H2_chr5	37605991	UGM
SRR6485325.170074	none	-1	H2_	none	0	H2_chr5	37693189	UGM
SRR6485325.123160	none	-12	H2_	none	0	H2_chr5	37823227	UGM
SRR6485325.161951	none	-15	H2_	none	0	H2_chr5	37932504	UGM
SRR6485325.33236	none	0	H2_	none	0	H2_chr5	37949641	UGM
SRR6485325.125397	none	0	H2_	none	0	H2_chr5	37971324	UGM
SRR6485325.134758	none	0	H2_	none	0	H2_chr5	38238547	UGM
SRR6485325.249907	none	-6	H2_	none	0	H2_chr5	38268941	UGM
SRR6485325.217318	none	0	H2_	none	0	H2_chr5	38337672	UGM
SRR6485325.49532	none	0	H2_	none	0	H2_chr5	38685986	UGM
SRR6485325.202841	none	0	H2_	none	0	H2_chr5	38713841	UGM
SRR6485325.67037	none	-5	H2_	none	0	H2_chr5	38909481	UGM
SRR6485325.220830	none	-7	H2_	none	0	H2_chr5	38973779	UGM
SRR6485325.184545	none	-3	H2_	none	0	H2_chr5	39323128	UGM
SRR6485325.17389	none	-5	H2_	none	0	H2_chr5	39416068	UGM
SRR6485325.222720	none	0	H2_	none	0	H2_chr5	39429773	UGM
SRR6485325.10234	none	-5	H2_	none	0	H2_chr5	39622067	UGM
SRR6485325.151435	none	0	H2_	none	0	H2_chr5	39632562	UGM
SRR6485325.111240	none	0	H2_	none	0	H2_chr5	39891416	UGM
SRR6485325.81254	none	0	H2_	none	0	H2_chr5	40122394	UGM
SRR6485325.41229	none	0	H2_	none	0	H2_chr5	40123776	UGM
SRR6485325.156201	none	0	H2_	none	0	H2_chr5	40146444	UGM
SRR6485325.136464	none	0	H2_	none	0	H2_chr5	40469176	UGM
SRR6485325.174723	none	0	H2_	none	0	H2_chr5	40488653	UGM
SRR6485325.101360	none	-3	H2_	none	0	H2_chr5	40539993	UGM
SRR6485325.66860	none	0	H2_	none	0	H2_chr5	40677242	UGM
SRR6485325.85586	none	-6	H2_	none	0	H2_chr5	40703024	UGM
SRR6485325.62062	none	0	H2_	none	0	H2_chr5	40923830	UGM
SRR6485325.88426	none	-5	H2_	none	0	H2_chr5	40929020	UGM
SRR6485325.31249	none	-3	H2_	none	0	H2_chr5	41158456	UGM
SRR6485325.203682	none	-8	H2_	none	0	H2_chr5	41182137	UGM
SRR6485325.237901	none	-5	H2_	none	0	H2_chr5	41214698	UGM
SRR6485325.140801	none	0	H2_	none	0	H2_chr5	41242500	UGM
SRR6485325.190878	none	-5	H2_	none	0	H2_chr5	41243750	UGM
SRR6485325.74371	none	-5	H2_	none	0	H2_chr5	41333930	UGM
SRR6485325.195317	none	0	H2_	none	0	H2_chr5	41389383	UGM
SRR6485325.242504	none	-1	H2_	none	0	H2_chr5	41464774	UGM
SRR6485325.125957	none	-9	H2_	none	0	H2_chr5	41469273	UGM
SRR6485325.12080	none	-5	H2_	none	0	H2_chr5	41590227	UGM
SRR6485325.219248	none	-34	H2_	none	0	H2_chr5	41821141	UGM
SRR6485325.104516	none	0	H2_	none	0	H2_chr5	42133328	UGM
SRR6485325.246784	none	-5	H2_	none	0	H2_chr5	42219771	UGM
SRR6485325.228279	none	-18	H2_	none	0	H2_chr5	42334101	UGM
SRR6485325.174328	none	-15	H2_	none	0	H2_chr5	42348387	UGM
SRR6485325.153609	none	0	H2_	none	0	H2_chr5	42365726	UGM
SRR6485325.140333	none	0	H2_	none	0	H2_chr5	42369332	UGM
SRR6485325.142507	none	0	H2_	none	0	H2_chr5	43129011	UGM
SRR6485325.107360	none	0	H2_	none	0	H2_chr5	43293525	UGM
SRR6485325.87980	none	0	H2_	none	0	H2_chr5	43393054	UGM
SRR6485325.106188	none	-6	H2_	none	0	H2_chr5	43401392	UGM
SRR6485325.140546	none	0	H2_	none	0	H2_chr5	43487268	UGM
SRR6485325.216432	none	-5	H2_	none	0	H2_chr5	43620565	UGM
SRR6485325.211340	none	0	H2_	none	0	H2_chr5	43714283	UGM
SRR6485325.167211	none	-5	H2_	none	0	H2_chr5	43867887	UGM
SRR6485325.36181	none	-30	H2_	none	0	H2_chr5	43897443	UGM
SRR6485325.105117	none	0	H2_	none	0	H2_chr5	44169603	UGM
SRR6485325.140521	none	0	H2_	none	0	H2_chr5	44188385	UGM
SRR6485325.92690	none	0	H2_	none	0	H2_chr5	44226946	UGM
SRR6485325.136779	none	-15	H2_	none	0	H2_chr5	44244543	UGM
SRR6485325.41888	none	0	H2_	none	0	H2_chr5	44266919	UGM
SRR6485325.103558	none	-8	H2_	none	0	H2_chr5	44293605	UGM
SRR6485325.159410	none	0	H2_	none	0	H2_chr5	44334521	UGM
SRR6485325.62222	none	0	H2_	none	0	H2_chr5	44363124	UGM
SRR6485325.29399	none	0	H2_	none	0	H2_chr5	44418105	UGM
SRR6485325.23140	none	0	H2_	none	0	H2_chr5	44514014	UGM
SRR6485325.246431	none	0	H2_	none	0	H2_chr5	44609511	UGM
SRR6485325.126083	none	0	H2_	none	0	H2_chr5	44633857	UGM
SRR6485325.244532	none	0	H2_	none	0	H2_chr5	44654162	UGM
SRR6485325.228046	none	0	H2_	none	0	H2_chr5	44695851	UGM
SRR6485325.1572	none	-24	H2_	none	0	H2_chr5	44856775	UGM
SRR6485325.73981	none	-15	H2_	none	0	H2_chr5	44893105	UGM
SRR6485325.137565	none	-12	H2_	none	0	H2_chr5	45783607	UGM
SRR6485325.93712	none	0	H2_	none	0	H2_chr5	45791836	UGM
SRR6485325.28671	none	0	H2_	none	0	H2_chr5	45801127	UGM
SRR6485325.51792	none	0	H2_	none	0	H2_chr5	45818129	UGM
SRR6485325.40648	none	-8	H2_	none	0	H2_chr5	45953478	UGM
SRR6485325.43053	none	-8	H2_	none	0	H2_chr5	45976285	UGM
SRR6485325.213683	none	0	H2_	none	0	H2_chr5	46148843	UGM
SRR6485325.78808	none	-30	H2_	none	0	H2_chr5	46214859	UGM
SRR6485325.198075	none	0	H2_	none	0	H2_chr5	46215269	UGM
SRR6485325.202362	none	-17	H2_	none	0	H2_chr5	46219451	UGM
SRR6485325.201607	none	0	H2_	none	0	H2_chr5	46318092	UGM
SRR6485325.128972	none	-7	H2_	none	0	H2_chr5	46445218	UGM
SRR6485325.57347	none	-3	H2_	none	0	H2_chr5	46457346	UGM
SRR6485325.137570	none	-10	H2_	none	0	H2_chr5	46507293	UGM
SRR6485325.207386	none	0	H2_	none	0	H2_chr5	46546415	UGM
SRR6485325.211507	none	0	H2_	none	0	H2_chr5	46574830	UGM
SRR6485325.217466	none	0	H2_	none	0	H2_chr5	46577829	UGM
SRR6485325.125950	none	-23	H2_	none	0	H2_chr5	46585491	UGM
SRR6485325.168825	none	-30	H2_	none	0	H2_chr5	46596930	UGM
SRR6485325.34237	none	-5	H2_	none	0	H2_chr5	46798472	UGM
SRR6485325.67088	none	0	H2_	none	0	H2_chr5	46927064	UGM
SRR6485325.53950	none	0	H2_	none	0	H2_chr5	46942791	UGM
SRR6485325.57126	none	-11	H2_	none	0	H2_chr5	47020865	UGM
SRR6485325.231736	none	-5	H2_	none	0	H2_chr5	47241816	UGM
SRR6485325.130720	none	0	H2_	none	0	H2_chr5	47382808	UGM
SRR6485325.120745	none	0	H2_	none	0	H2_chr5	47407596	UGM
SRR6485325.93244	none	0	H2_	none	0	H2_chr5	47451594	UGM
SRR6485325.139128	none	0	H2_	none	0	H2_chr5	47561473	UGM
SRR6485325.166110	none	0	H2_	none	0	H2_chr5	47574450	UGM
SRR6485325.82659	none	0	H2_	none	0	H2_chr5	47800290	UGM
SRR6485325.66081	none	-8	H2_	none	0	H2_chr5	47845080	UGM
SRR6485325.213452	none	0	H2_	none	0	H2_chr5	47917344	UGM
SRR6485325.240658	none	0	H2_	none	0	H2_chr5	47923742	UGM
SRR6485325.49907	none	0	H2_	none	0	H2_chr5	48403296	UGM
SRR6485325.233395	none	0	H2_	none	0	H2_chr5	48625547	UGM
SRR6485325.2916	none	0	H2_	none	0	H2_chr5	48672000	UGM
SRR6485325.126124	none	0	H2_	none	0	H2_chr5	48690106	UGM
SRR6485325.46274	none	0	H2_	none	0	H2_chr5	48716989	UGM
SRR6485325.17270	none	0	H2_	none	0	H2_chr5	48809368	UGM
SRR6485325.109212	none	-3	H2_	none	0	H2_chr5	48810253	UGM
SRR6485325.194161	none	-5	H2_	none	0	H2_chr5	48917820	UGM
SRR6485325.100174	none	0	H2_	none	0	H2_chr5	48945326	UGM
SRR6485325.151324	none	-21	H2_	none	0	H2_chr5	49086958	UGM
SRR6485325.146686	none	-5	H2_	none	0	H2_chr5	49673419	UGM
SRR6485325.186400	none	-8	H2_	none	0	H2_chr5	49841485	UGM
SRR6485325.118004	none	-11	H2_	none	0	H2_chr5	49993807	UGM
SRR6485325.109501	none	0	H2_	none	0	H2_chr5	50042014	UGM
SRR6485325.203403	none	-6	H2_	none	0	H2_chr5	50465872	UGM
SRR6485325.182609	none	-36	H2_	none	0	H2_chr5	50625544	UGM
